Timestamp,OS,Machine_ID,Hostname,RAM_Usage_MB,Swap_Usage_MB,CPU_Usage,Page_Faults
1747070940.874588,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3087.90625,128756461.171875,23.9,1374771
1747070941.37856,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3108.984375,128756459.421875,14.6,1374771
1747070941.88432,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3109.015625,128756457.421875,24.1,1374780
1747070942.3862798,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3108.625,128756461.8125,14.0,1374780
1747070942.8954802,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3138.015625,128756534.53125,0.0,1374873
1747070943.400752,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3137.0625,128756533.59375,27.8,1374873
1747070943.9052138,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3127.59375,128756533.015625,26.9,1374918
1747070944.410847,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3109.453125,128756533.015625,11.2,1374918
1747070944.916533,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3105.0,128756532.890625,0.0,1374930
1747070945.421876,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3086.0,128756531.28125,10.6,1374930
1747070945.927307,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3080.734375,128756530.890625,15.8,1374941
1747070946.435282,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3108.109375,128756533.078125,19.1,1374941
1747070946.9464378,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3094.53125,129173498.75,0.0,1374985
1747070947.452524,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3095.0625,129173498.375,26.0,1374985
1747070947.957877,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3079.625,129173469.34375,46.1,1374991
1747070948.463142,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3106.515625,129173484.015625,26.9,1374991
1747070948.968339,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3107.828125,129173481.046875,0.0,1375045
1747070949.47386,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3058.75,129173481.015625,34.1,1375045
1747070949.979223,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3084.5,129173477.65625,0.0,1375137
1747070950.484895,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3039.203125,129173473.203125,18.0,1375137
1747070950.985827,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3062.5,129173473.1875,0.0,1375138
1747070951.4905128,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3054.578125,129173475.28125,25.0,1375138
1747070951.9959,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3089.578125,129173470.90625,0.0,1375193
1747070952.500285,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3043.328125,129173467.1875,22.3,1375193
1747070953.0013802,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3058.0625,129173468.640625,44.6,1375194
1747070953.504211,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3058.4375,129173452.796875,27.2,1375194
1747070954.009462,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3090.046875,129173441.3125,0.0,1375402
1747070954.515027,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3058.09375,129173443.109375,0.0,1375402
1747070955.017416,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3088.34375,129173442.5625,0.0,1375474
1747070955.52306,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3040.203125,129173439.28125,0.0,1375474
1747070956.028484,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3072.546875,129173439.484375,16.3,1375475
1747070956.5317068,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3039.9375,129173436.203125,0.0,1375475
1747070957.039938,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3092.140625,129173359.953125,0.0,1375556
1747070957.554152,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3092.140625,129173357.21875,0.0,1375556
1747070958.057051,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3060.375,129173365.75,0.0,1375557
1747070958.559922,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3085.09375,129173363.734375,0.0,1375557
1747070959.06514,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3092.203125,129173358.890625,21.6,1375613
1747070959.566678,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3092.203125,129173358.828125,15.3,1375613
1747070960.072157,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3034.5,129173358.90625,17.7,1375622
1747070960.575746,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3017.015625,129173357.8125,0.0,1375622
1747070961.081368,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3052.25,129173359.5,17.5,1375623
1747070961.58379,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3058.046875,129173361.4375,19.8,1375623
1747070962.089525,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3070.890625,129173360.671875,22.2,1375624
1747070962.595507,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3039.734375,129173359.90625,18.6,1375624
1747070963.100909,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3039.734375,129173361.71875,0.0,1375627
1747070963.603265,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3064.796875,129173352.90625,0.0,1375627
1747070964.108601,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3033.5,129173353.453125,0.0,1375638
1747070964.610375,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3069.3125,129173353.9375,12.8,1375638
